case_id,frontend,model,llm_verdict,rule_verdict,elapsed,retries,llm_reason,rule_reason
case5_tool_branch,code,kimi-k2.6,fail,pass,10.46,0,The model correctly identified the action and constraint but failed to strictly adhere to the operator '>=' as specified,Rule-based: all key entities and verbs found
case5_tool_branch,json,kimi-k2.6,pass,pass,8.46,0,模型正确识别了核心意图!SWITCH、目标动作indoor_activity、天气约束条件（天气为雨）以及切换操作的触发逻辑,Rule-based: all key entities and verbs found
case5_tool_branch,llmlingua2,kimi-k2.6,fail,fail,9.42,0,"The model interprets the condition 'rain' as equality ('is rain'), but the IR explicitly requires a greater-than operato",missing entities: ['indoor_activity']
case5_tool_branch,natural,kimi-k2.6,pass,pass,11.29,0,模型正确识别了主要动作为切换到室内活动，正确捕捉了天气条件约束（尽管对大于运算符的解释合理），未遗漏实体或条件，且未违反否定逻辑。,Rule-based: all key entities and verbs found
case5_tool_branch,nl_json,kimi-k2.6,pass,pass,13.91,0,"The response correctly identifies the main action (switch to indoor_activity), the condition logic (monitoring weather),",Rule-based: all key entities and verbs found
case6_nested_constraint,code,kimi-k2.6,pass,pass,12.16,0,模型正确地捕获了所有主要动作、实体、条件、逻辑运算符及参数，未遗漏或误解任何语义元素。,Rule-based: all key entities and verbs found
case6_nested_constraint,json,kimi-k2.6,fail,pass,15.20,0,The model incorrectly invents alternative constraints and actions not present in the original IR.,Rule-based: all key entities and verbs found
case6_nested_constraint,llmlingua2,kimi-k2.6,fail,pass,7.05,0,The response fails to capture the 'nights' entity value '2' from the IR.,Rule-based: all key entities and verbs found
case6_nested_constraint,natural,kimi-k2.6,pass,pass,15.54,0,"The model correctly identifies all actions, entities, constraints, and their logical relationships without negation reve",Rule-based: all key entities and verbs found
case6_nested_constraint,nl_json,kimi-k2.6,pass,pass,9.60,0,"The model's response correctly captures the main action (book hotel), all entities (city: Shanghai, checkin: t+3, nights",Rule-based: all key entities and verbs found
case7_parallel_action,code,kimi-k2.6,pass,pass,6.85,0,"The response correctly identifies the actions (fetch data, process result, email report), the timeout constraint (30s), ",Rule-based: all key entities and verbs found
case7_parallel_action,json,kimi-k2.6,pass,pass,9.06,0,模型正确识别了核心操作（获取数据）、实体对象（数据、结果、报告）及其角色关系，以及超时约束条件，未遗漏或误解任何关键语义要素。,Rule-based: all key entities and verbs found
case7_parallel_action,llmlingua2,kimi-k2.6,pass,fail,13.89,0,"The model correctly identifies the main actions (fetch, process, email/notify/report), the timeout constraint, the seque",missing constraints: ['30s']
case7_parallel_action,natural,kimi-k2.6,pass,pass,9.31,0,模型正确识别了所有实体（timeout、data、result、report）、动作序列（fetch、process、notify/EMAIL）以及超时约束（30s），并且准确理解了仅在满足条件时执行该流程的逻辑。,Rule-based: all key entities and verbs found
case7_parallel_action,nl_json,kimi-k2.6,pass,pass,12.34,0,"The model correctly identifies the condition of timeout being 30s and the sequential actions of fetching data, processin",Rule-based: all key entities and verbs found
case8_conditional_branch,code,kimi-k2.6,pass,pass,7.68,0,模型正确解析了核心动作、所有实体、条件约束、否定逻辑及分支顺序，语义完全等价。,Rule-based: all key entities and verbs found
case8_conditional_branch,json,kimi-k2.6,pass,pass,13.15,0,模型响应正确识别了主意图 !ROUTE (ticket)，准确捕获了紧迫度高和类别计费的约束条件，并且正确描述了备选方案 tech_support 和 manager 的顺序逻辑，未出现否定逻辑错误或遗漏关键元素。,Rule-based: all key entities and verbs found
case8_conditional_branch,llmlingua2,kimi-k2.6,fail,fail,10.60,0,模型未能正确解析 alternatives 中的具体目标实体，且误解了路由动作的分解逻辑。,missing alternatives: ['tech_support']
case8_conditional_branch,natural,kimi-k2.6,fail,pass,9.54,0,The response incorrectly interprets the 'alternatives' as a sequential execution of both fallbacks ('tech_support' and ',Rule-based: all key entities and verbs found
case8_conditional_branch,nl_json,kimi-k2.6,fail,fail,7.70,0,The response incorrectly identifies the target for the initial conditional action as 'billing' instead of the implied 't,missing entities: ['ticket']
case9_tool_call,code,kimi-k2.6,pass,pass,18.69,0,"The response correctly identifies the primary search action, all entities (restaurants, Italian, Beijing, open_now), the",Rule-based: all key entities and verbs found
case9_tool_call,json,kimi-k2.6,pass,pass,6.30,0,模型正确识别了主要操作（搜索餐厅）、所有实体（意大利菜、北京、营业中）、约束条件（评分≥4.5）以及备选方案（建议配送选项）。,Rule-based: all key entities and verbs found
case9_tool_call,llmlingua2,kimi-k2.6,fail,fail,9.04,0,Model incorrectly interprets '4.5' as a confidence score instead of a rating constraint and treats 'delivery' as a manda,missing entities: ['open_now']
case9_tool_call,natural,kimi-k2.6,pass,pass,9.55,0,"The model correctly captures the full semantic intent, including the conditional logic (rating >= 4.5), the primary acti",Rule-based: all key entities and verbs found
case9_tool_call,nl_json,kimi-k2.6,pass,pass,7.28,0,"The response correctly identifies the search action, cuisine type, location, filter, rating constraint, and the alternat",Rule-based: all key entities and verbs found
case10_multi_turn,code,longcat-2.0,fail,pass,8.64,0,模型在第5部分中添加了未在原始指令中规定的错误提示响应逻辑（如'返回相应错误提示'），这属于虚构了额外的实体和条件。,Rule-based: all key entities and verbs found
case10_multi_turn,json,longcat-2.0,pass,pass,8.92,0,模型正确识别了更新操作、所有实体、约束条件（包括否定逻辑）以及操作顺序，语义意图与原始意图完全一致。,Rule-based: all key entities and verbs found
case10_multi_turn,llmlingua2,longcat-2.0,fail,fail,12.01,0,模型误解了实体 ID 和字段值，将 'order_42' 误认为 '5_Tianfu'，并将地址更新动作误解为状态更新，遗漏了地址字段更新。,"missing entities: ['order_42', 'address', '5_Tianfu_Ave']"
case10_multi_turn,natural,longcat-2.0,pass,pass,15.17,0,"The response correctly identifies the update action, target entities (order_42, address, 5_Tianfu_Ave), the authorizatio",Rule-based: all key entities and verbs found
case10_multi_turn,nl_json,longcat-2.0,pass,fail,21.88,0,"The response correctly identifies the update action, all entities (order_42, address, 5_Tianfu_Ave), constraints (verifi",missing constraints: ['verified']
case1_multi_constraint,code,longcat-2.0,pass,pass,7.58,0,"The model correctly identifies the condition, location, time, main action, and notification target without reversing any",Rule-based: all key entities and verbs found
case1_multi_constraint,json,longcat-2.0,pass,pass,10.43,0,模型响应正确识别了核心取消操作、航班实体、所有约束条件（地点、时间、主体）以及通知动作，未遗漏或误解任何语义要素。,Rule-based: all key entities and verbs found
case1_multi_constraint,llmlingua2,longcat-2.0,fail,fail,4.14,0,模型错误地解读了取消和通知的关系，将其解读为取消通知操作，而原始意图是取消航班并通知张三。,missing entities: ['flight']
case1_multi_constraint,natural,longcat-2.0,pass,pass,8.03,0,模型正确识别了所有关键语义要素，包括基于北京和t+1am的触发条件、取消航班的主要动作以及通知zhangsan的动作。,Rule-based: all key entities and verbs found
case1_multi_constraint,nl_json,longcat-2.0,pass,pass,8.02,0,模型正确识别了主要动作（取消航班、通知zhangsan）、所有实体（位置Beijing、时间t+1am、接收者zhangsan）以及条件逻辑（当且仅当位置在Beijing时触发）。,Rule-based: all key entities and verbs found
case2_negation,code,longcat-2.0,pass,pass,12.84,0,模型正确识别了所有语义要素，包括主动作、备选动作、实体、逻辑非条件约束以及时间约束。,Rule-based: all key entities and verbs found
case2_negation,json,longcat-2.0,pass,pass,11.94,0,"The response correctly identifies the primary action (hike), the constraint (if it rains tomorrow), the negation logic (",Rule-based: all key entities and verbs found
case2_negation,llmlingua2,longcat-2.0,fail,pass,9.12,0,"The model incorrectly interprets the condition as 'if rain' (cancelling hike) instead of 'if NOT rain' (start hike), and",Rule-based: all key entities and verbs found
case2_negation,natural,longcat-2.0,pass,pass,7.46,0,模型正确理解了条件分支逻辑，包括核心意图、实体、约束条件（时间t+1）、否定逻辑（不下雨执行徒步）和备选方案（下雨则在室内打牌），所有要素均与原始意图语义一致。,Rule-based: all key entities and verbs found
case2_negation,nl_json,longcat-2.0,fail,pass,9.70,0,"The model explicitly interprets the '!rain' condition as 'no rain' (不下雨), but in SILP v1 context, the condition '!rain' ",Rule-based: all key entities and verbs found
case3_detail,code,longcat-2.0,pass,pass,11.32,0,模型正确识别了核心动作translate、所有实体参数及其语义含义，包括源文本、目标语言和风格约束。,Rule-based: all key entities and verbs found
case3_detail,json,longcat-2.0,pass,pass,11.60,0,模型正确识别了核心动作、所有实体（源、目标、风格）及其语义细节，未遗漏或误解任何约束。,Rule-based: all key entities and verbs found
case3_detail,llmlingua2,longcat-2.0,fail,fail,9.48,0,"The model misidentified the main action as 'style transfer' instead of 'translate', missed the specific source entity 'f","missing entities: ['fr_rev_bold', 'archaic_heavy']"
case3_detail,natural,longcat-2.0,fail,pass,18.26,0,模型错误地将 `shakespeare_en` 和 `archaic_heavy` 理解为与 `fr_rev_bold` 并列的多个独立输出目标，而实际上它们分别代表 '源内容' 和 '目标风格'，并且对源内容 'fr_rev_bold' ,Rule-based: all key entities and verbs found
case3_detail,nl_json,longcat-2.0,fail,pass,11.42,0,"The model misinterpreted the SILP entities as a list of three translation outputs, rather than a single translation from",Rule-based: all key entities and verbs found
case5_tool_branch,code,longcat-2.0,pass,pass,10.39,0,The response correctly identifies the primary action 'switch' to 'indoor_activity' based on the weather condition 'rain',Rule-based: all key entities and verbs found
case5_tool_branch,json,longcat-2.0,pass,pass,13.86,0,模型正确识别了主要动作(!SWITCH)、目标实体(indoor_activity)以及基于天气大于阈值(rain > implied_standard)的约束条件，且未反转否定逻辑或遗漏要素。,Rule-based: all key entities and verbs found
case5_tool_branch,llmlingua2,longcat-2.0,fail,fail,9.54,0,模型将条件操作符误解为 '==' 而非 '>'，且添加了 IR 中未包含的额外细节（如关闭窗户、打开照明等），未准确捕捉原始语义意图。,missing entities: ['indoor_activity']
case5_tool_branch,natural,longcat-2.0,pass,pass,11.02,0,The model correctly identifies the main action as switching to 'indoor_activity' and the condition as weather being grea,Rule-based: all key entities and verbs found
case5_tool_branch,nl_json,longcat-2.0,pass,pass,8.89,0,模型正确识别了触发条件（天气状态大于降雨）、执行动作（切换至室内活动）及其逻辑关系，未遗漏或曲解任何语义要素。,Rule-based: all key entities and verbs found
case6_nested_constraint,code,longcat-2.0,pass,pass,11.78,0,"The model correctly identifies the main action (book hotel), all entities (city=Shanghai, checkin=t+3, nights=2), and al",Rule-based: all key entities and verbs found
case6_nested_constraint,json,longcat-2.0,pass,pass,8.24,0,"The model correctly identifies the booking action, all entities (city, checkin, nights), and all constraints (budget, ra",Rule-based: all key entities and verbs found
case6_nested_constraint,llmlingua2,longcat-2.0,fail,pass,7.03,0,模型在响应末尾添加了原始意图中不存在的备选方案逻辑（放宽限制或推荐附近区域），并且将具体的预订意图扩展为'搜索-筛选-展示列表'的过程，这与直接执行BOOK动作的语义不完全一致。,Rule-based: all key entities and verbs found
case6_nested_constraint,natural,longcat-2.0,pass,pass,13.62,0,模型正确解析了所有主要动作（预订酒店）、实体（上海、T+3、2晚）、约束条件（预算<=500、评分>=4.0、市区位置）及逻辑关系。,Rule-based: all key entities and verbs found
case6_nested_constraint,nl_json,longcat-2.0,pass,pass,6.18,0,"The model's response correctly captures all main actions, entities, constraints, and their operators/conditions without ",Rule-based: all key entities and verbs found
case7_parallel_action,code,longcat-2.0,fail,pass,7.98,0,"The model misinterpreted the timeout constraint as a conditional gate that blocks execution if the condition is not met,",Rule-based: all key entities and verbs found
case7_parallel_action,json,longcat-2.0,pass,pass,6.58,0,模型正确捕获了全部语义意图，包括数据获取的主动作、处理和邮件发送的序列动作以及30秒超时约束。,Rule-based: all key entities and verbs found
case7_parallel_action,llmlingua2,longcat-2.0,fail,fail,7.76,0,"模型未能正确识别实体 'p2' 的具体动作类型为 '!EMAIL'，仅将其概括为通知动作，且未严格按照 IR 中定义的 'fetch_first', 'process_second', 'email_last' 序列顺序进行解释。",missing constraints: ['30s']
case7_parallel_action,natural,longcat-2.0,pass,pass,10.40,0,"The response correctly identifies the conditional action, the specific entity values and roles, the timeout constraint, ",Rule-based: all key entities and verbs found
case7_parallel_action,nl_json,longcat-2.0,pass,pass,11.09,0,模型正确识别了所有动作实体、超时约束以及顺序执行的语义意图，未产生语义偏差。,Rule-based: all key entities and verbs found
case8_conditional_branch,code,longcat-2.0,pass,pass,10.01,0,模型正确识别了条件逻辑、主要操作及备选分支，尽管对 'route(ticket)' 的具体业务含义做了推测，但其语义结构（条件判定与对应动作的映射）与 IR 完全一致。,Rule-based: all key entities and verbs found
case8_conditional_branch,json,longcat-2.0,pass,pass,8.63,0,模型正确识别了主要动作（路由工单）、所有约束条件（高紧急度、计费类别）、备选方案（技术支持、经理）及其逻辑关系，未遗漏或误解任何实体、条件或动作。,Rule-based: all key entities and verbs found
case8_conditional_branch,llmlingua2,longcat-2.0,fail,fail,8.15,0,模型将替代路由合并为单一目标 'Tech Manager'，未能区分 'ticket' 作为主要动作以及 'tech_support' 和 'manager' 作为替代方案的结构。,missing alternatives: ['tech_support']
case8_conditional_branch,natural,longcat-2.0,pass,pass,12.07,0,"The model correctly identifies the main action (route ticket), entities (urgency, category, billing, tech_support, manag",Rule-based: all key entities and verbs found
case8_conditional_branch,nl_json,longcat-2.0,fail,pass,6.85,0,模型错误地将主动作的响应目标解释为 'billing'，而 IR 中并未指定主动作的目标实体（通常意味着通用路由或仅是动作本身），且替代分支的顺序虽然在文本中列出，但主要错误在于主动作目标 'billing' 的臆造。,Rule-based: all key entities and verbs found
case9_tool_call,code,longcat-2.0,pass,pass,6.55,0,模型正确捕获了条件（评分>=4.5）、主操作（在北京搜索正在营业的意大利餐厅）及备选操作（建议配送选项），语义完全匹配。,Rule-based: all key entities and verbs found
case9_tool_call,json,longcat-2.0,pass,pass,11.02,0,"模型正确识别了所有动作（!SEARCH, !SUGGEST）、实体（restaurants, italian, Beijing, open_now, delivery_options）、约束条件（rating >= 4.5）以及整体逻辑结构",Rule-based: all key entities and verbs found
case9_tool_call,llmlingua2,longcat-2.0,fail,fail,9.86,0,"Model incorrectly interprets '4.5' as a priority level instead of a rating constraint, and misidentifies 'delivery' as a",missing entities: ['open_now']
case9_tool_call,natural,longcat-2.0,pass,pass,31.43,0,"The model response correctly identifies the main action, all entities (restaurants, italian, Beijing, open_now), constra",Rule-based: all key entities and verbs found
case9_tool_call,nl_json,longcat-2.0,pass,pass,8.81,0,"The model correctly identifies the main action (search restaurants), all entities (Italian cuisine, Beijing location, op",Rule-based: all key entities and verbs found
case10_multi_turn,code,minimax-m2.7,pass,pass,8.77,0,"The response correctly captures all entities, constraints (including negation), and the primary update action with seman",Rule-based: all key entities and verbs found
case10_multi_turn,json,minimax-m2.7,fail,,0.00,2,Model error: timed out,
case10_multi_turn,llmlingua2,minimax-m2.7,fail,fail,9.94,0,The model incorrectly identifies '5_Tianfu' as the order ID and omits the field to be updated ('address') and its new va,"missing entities: ['order_42', 'address', '5_Tianfu_Ave']"
case10_multi_turn,natural,minimax-m2.7,pass,pass,8.21,0,"The response correctly identifies the main action (update), all entities (order_42, address, 5_Tianfu_Ave), and all cons",Rule-based: all key entities and verbs found
case10_multi_turn,nl_json,minimax-m2.7,pass,fail,8.10,0,"模型正确识别了主要动作（更新地址）、实体（order_42, 5_Tianfu_Ave）、约束条件（需通过验证、状态不能是 shipped）以及否定逻辑。",missing constraints: ['verified']
case1_multi_constraint,code,minimax-m2.7,pass,pass,33.68,0,模型正确识别了主要动作和实体，准确捕捉了条件约束（位置、时间、主体），没有颠倒否定逻辑，且没有遗漏或臆造信息。,Rule-based: all key entities and verbs found
case1_multi_constraint,json,minimax-m2.7,pass,pass,9.87,0,"The response correctly identifies the primary cancel action on a flight, captures all entities (location Beijing, time t",Rule-based: all key entities and verbs found
case1_multi_constraint,llmlingua2,minimax-m2.7,fail,fail,6.88,0,模型错误地将核心动作识别为取消通知，而 IR 中的核心动作是取消航班（flight），且遗漏了邮件（email）通知张三这一关键实体和动作，否定的逻辑虽然未反转但实体映射完全错误。,"missing entities: ['flight', 'zhangsan']"
case1_multi_constraint,natural,minimax-m2.7,pass,pass,6.43,0,"The model correctly identifies the condition (Beijing at t+1am), the primary action (cancel flight), the secondary actio",Rule-based: all key entities and verbs found
case1_multi_constraint,nl_json,minimax-m2.7,pass,pass,6.23,0,"The response correctly identifies the condition (Beijing at t+1am), the main action (cancel flight), the secondary actio",Rule-based: all key entities and verbs found
case2_negation,code,minimax-m2.7,pass,pass,15.56,0,"The response correctly identifies the primary actions (start hiking, start cards indoor), the conditional logic (if not ",Rule-based: all key entities and verbs found
case2_negation,json,minimax-m2.7,fail,pass,6.16,0,模型将约束条件 `!rain` 解释为下雨时触发备选方案，但实际上 IR 中 `!rain` 通常代表非下雨条件，且约束逻辑应直接影响主动作的执行条件而非触发备选方案,Rule-based: all key entities and verbs found
case2_negation,llmlingua2,minimax-m2.7,fail,pass,10.28,0,"The model incorrectly interprets the conditional logic, stating that the hiking occurs when it is NOT raining and switch",Rule-based: all key entities and verbs found
case2_negation,natural,minimax-m2.7,pass,pass,6.25,0,模型正确识别了主要动作（开始徒步）、实体（打牌）、约束条件（t+1时刻不下雨）、否定逻辑（非雨即室内打牌）以及备选方案的位置（室内）。,Rule-based: all key entities and verbs found
case2_negation,nl_json,minimax-m2.7,fail,pass,7.44,0,The model response reverses the negation logic by treating '!rain' as a condition for the hike (interpreting it as 'not ,Rule-based: all key entities and verbs found
case3_detail,code,minimax-m2.7,pass,pass,5.12,0,"The response correctly identifies the main action (translation), all entities (source, target, style), and their respect",Rule-based: all key entities and verbs found
case3_detail,json,minimax-m2.7,pass,pass,8.40,0,"The response correctly identifies the main action as TRANSLATE, accurately interprets all three entities (source, target",Rule-based: all key entities and verbs found
case3_detail,llmlingua2,minimax-m2.7,fail,fail,13.86,0,模型将意图识别为'风格设定'而非'翻译'，完全误解了主要动作，且未能识别出源语言实体'fr_rev_bold'。,"main verb 'translate' not found; missing entities: ['fr_rev_bold', 'archaic_heavy']"
case3_detail,natural,minimax-m2.7,fail,pass,9.12,0,"The response incorrectly interprets entity 'fr_rev_bold' as a French Revolution style, hallucinates a default source lan",Rule-based: all key entities and verbs found
case3_detail,nl_json,minimax-m2.7,fail,pass,12.73,0,"The model incorrectly identifies all entities as source texts to be translated, misinterpreting the source and target la",Rule-based: all key entities and verbs found
case5_tool_branch,code,minimax-m2.7,fail,pass,7.86,0,模型正确识别了主要动作和实体，但错误地解释了约束条件 'weather > rain' 为“下雨或更严重”，未正确识别该操作符应表示数值或强度上的大于关系，而非简单的状态匹配。,Rule-based: all key entities and verbs found
case5_tool_branch,json,minimax-m2.7,fail,pass,18.83,0,"The model response misinterprets the operator '>' as a trigger condition for switching TO indoor activity WHEN it rains,",Rule-based: all key entities and verbs found
case5_tool_branch,llmlingua2,minimax-m2.7,fail,fail,33.19,0,"The response hallucinates a query context and fabricates a meaning of 'indoor rain' mode, whereas the intent simply requ",missing entities: ['indoor_activity']
case5_tool_branch,natural,minimax-m2.7,fail,pass,11.93,0,"The model incorrectly reverses the negation logic, interpreting 'weather > rain' (good weather) as the trigger for switc",Rule-based: all key entities and verbs found
case5_tool_branch,nl_json,minimax-m2.7,pass,pass,12.66,0,"The model correctly identifies the main action (switch), the target entity (indoor_activity), and the constraint (weathe",Rule-based: all key entities and verbs found
case6_nested_constraint,code,minimax-m2.7,pass,pass,11.66,0,"The model correctly identifies the main action as booking a hotel with the correct entities (city, checkin, nights) and ",Rule-based: all key entities and verbs found
case6_nested_constraint,json,minimax-m2.7,pass,pass,8.00,0,"The model correctly identifies the main action, all entities, all constraints including operators and values, and accura",Rule-based: all key entities and verbs found
case6_nested_constraint,llmlingua2,minimax-m2.7,pass,pass,14.86,0,"The response correctly identifies the main action (book hotel), all entities (Shanghai, t+3, 2 nights), and all constrai",Rule-based: all key entities and verbs found
case6_nested_constraint,natural,minimax-m2.7,fail,pass,9.09,0,模型响应包含了一些未在原始IR中出现的推论（如替代方案和建议操作），但它正确识别了主要动作、实体和约束条件。,Rule-based: all key entities and verbs found
case6_nested_constraint,nl_json,minimax-m2.7,pass,pass,11.98,0,模型正确识别了所有语义要素：预订酒店动作、上海城市、t+3入住时间、2晚时长，以及预算≤500、评分≥4.0、位于市中心的所有约束条件。,Rule-based: all key entities and verbs found
case7_parallel_action,code,minimax-m2.7,fail,pass,13.22,0,"The model misinterprets the constraint, treating 'timeout(30s)' as a negative condition or trigger for failure rather th",Rule-based: all key entities and verbs found
case7_parallel_action,json,minimax-m2.7,pass,pass,13.39,2,模型正确识别了核心意图!FETCH、实体data、动作处理流程和超时约束条件。,Rule-based: all key entities and verbs found
case7_parallel_action,llmlingua2,minimax-m2.7,fail,fail,15.96,1,模型错误地将'fetch data'理解为发生超时的失败触发事件，而非意图执行的主要动作，且未识别出'EMAIL'作为具体动作类型。,missing constraints: ['30s']
case7_parallel_action,natural,minimax-m2.7,pass,pass,12.44,0,"The response correctly identifies the actions (fetch data, process result, notify report), entities (data, result, repor",Rule-based: all key entities and verbs found
case7_parallel_action,nl_json,minimax-m2.7,fail,pass,9.73,0,"The response misinterprets the timeout constraint as a conditional trigger rather than a property of the operation, and ",Rule-based: all key entities and verbs found
case8_conditional_branch,code,minimax-m2.7,pass,pass,8.19,0,"The model correctly identifies the main action, entities, constraints (urgency and category), and the else-branch action",Rule-based: all key entities and verbs found
case8_conditional_branch,json,minimax-m2.7,pass,pass,7.01,0,"模型响应正确识别了核心意图(!ROUTE/ticket)、所有约束(urgency==high, category==billing)以及备选方案(tech_support, manager)，未遗漏或曲解任何语义要素。",Rule-based: all key entities and verbs found
case8_conditional_branch,llmlingua2,minimax-m2.7,fail,fail,3.97,0,The model fails to capture the alternative fallback targets and incorrectly identifies a single target instead of the pr,missing alternatives: ['tech_support']
case8_conditional_branch,natural,minimax-m2.7,pass,pass,10.46,0,"The model response correctly identifies all entities, constraints, the primary action, and the alternative actions with ",Rule-based: all key entities and verbs found
case8_conditional_branch,nl_json,minimax-m2.7,fail,pass,10.37,0,"The model reversed the primary action target: the IR specifies routing the ticket when conditions are met, but the model",Rule-based: all key entities and verbs found
case9_tool_call,code,minimax-m2.7,pass,pass,17.77,0,模型正确识别了主要动作（搜索）、所有实体（餐厅、意大利菜、北京、营业中）、约束条件（评分>=4.5）以及替代分支（推荐配送选项），且未出现否定逻辑错误或遗漏。,Rule-based: all key entities and verbs found
case9_tool_call,json,minimax-m2.7,pass,pass,10.72,0,模型响应正确识别了所有核心动作、实体、约束条件和备选方案，语义意图完整且未包含错误的否定逻辑。,Rule-based: all key entities and verbs found
case9_tool_call,llmlingua2,minimax-m2.7,fail,fail,10.49,0,模型忽略了评级约束（rating >= 4.5）和开放状态过滤器（open_now），并且误解了建议动作的目标和结构，将 'suggest delivery_options' 解读为筛选提供配送服务的餐厅而非提供一个备选的建议动作。,missing entities: ['open_now']
case9_tool_call,natural,minimax-m2.7,pass,pass,7.54,0,模型正确理解了条件逻辑、主要搜索操作、所有实体和过滤条件以及备选建议。,Rule-based: all key entities and verbs found
case9_tool_call,nl_json,minimax-m2.7,pass,pass,6.11,0,"The response correctly identifies all entities, constraints, actions, and the conditional logic, including the rating th",Rule-based: all key entities and verbs found
